[addition] 7 + 59 | 66
[addition] 54 + 93 | 147
[relations] E124 is parent of E618. Who is the ancestor 1 of E618? | E124
[sorting] 1 6 4 1 0 0 1 0 5 8 4 | 0 0 0 1 1 1 4 4 5 6 8
[sorting] 3 4 0 7 3 | 0 3 3 4 7
[sorting] 9 1 4 4 2 4 | 1 2 4 4 4 9
[copying] TPE | TPETPETPETPE
[relations] E83 is parent of E841. E841 is parent of E552. Who is the ancestor 2 of E552? | E83
[reversing] 9 8 4 2 4 | 4 2 4 8 9
[copying] BLQLQ | BLQLQBLQLQ
[reversing] 6 9 1 1 | 1 1 9 6
[copying] DK | DKDK
[reversing] 1 5 6 | 6 5 1
[addition] 970 + 275 | 1245
[sorting] 8 8 9 9 | 8 8 9 9
[relations] E285 is parent of E473. E473 is parent of E222. Who is the ancestor 2 of E222? | E285
[sorting] 4 7 2 6 8 3 1 3 9 6 | 1 2 3 3 4 6 6 7 8 9
[copying] HUZJ | HUZJHUZJ
[copying] ADEKRQ | ADEKRQADEKRQADEKRQ
[copying] NSGLPD | NSGLPDNSGLPDNSGLPDNSGLPD
[copying] EUHPCH | EUHPCHEUHPCHEUHPCH
[addition] 96 + 60 | 156
[sorting] 4 2 0 6 4 7 5 0 5 0 9 0 | 0 0 0 0 2 4 4 5 5 6 7 9
[reversing] 4 0 2 1 7 | 7 1 2 0 4
[sorting] 8 3 0 6 8 2 | 0 2 3 6 8 8
[addition] 3 + 73 | 76
[addition] 3 + 73 | 76
[reversing] 4 6 6 9 5 9 2 0 9 8 7 | 7 8 9 0 2 9 5 9 6 6 4
[reversing] 8 8 8 7 6 5 0 8 9 | 9 8 0 5 6 7 8 8 8
[relations] E20 is parent of E797. Who is the ancestor 1 of E797? | E20
[copying] TPOW | TPOWTPOW
[addition] 547 + 0 | 547
[relations] E523 is parent of E221. Who is the ancestor 1 of E221? | E523
[sorting] 2 7 9 9 2 4 0 1 | 0 1 2 2 4 7 9 9
[copying] HIAZER | HIAZERHIAZER
[relations] E387 is parent of E961. Who is the ancestor 1 of E961? | E387
[sorting] 6 0 6 7 6 1 2 1 5 8 | 0 1 1 2 5 6 6 6 7 8
[reversing] 4 0 2 1 7 | 7 1 2 0 4
[sorting] 6 5 6 6 1 | 1 5 6 6 6
[sorting] 4 3 1 9 0 1 6 7 6 4 8 5 | 0 1 1 3 4 4 5 6 6 7 8 9
[relations] E255 is parent of E725. E725 is parent of E759. Who is the ancestor 2 of E759? | E255
[relations] E732 is parent of E797. E797 is parent of E53. Who is the ancestor 2 of E53? | E732
[copying] IPYLOW | IPYLOWIPYLOWIPYLOWIPYLOW
[reversing] 4 7 1 9 | 9 1 7 4
[copying] KUTSIZ | KUTSIZKUTSIZ
[addition] 4 + 0 | 4
[copying] AH | AHAHAHAH
[relations] E935 is parent of E777. Who is the ancestor 1 of E777? | E935
[copying] QFE | QFEQFEQFEQFE
[relations] E944 is parent of E736. Who is the ancestor 1 of E736? | E944
[sorting] 9 3 4 1 6 7 | 1 3 4 6 7 9
[sorting] 1 8 2 6 5 | 1 2 5 6 8
[copying] JC | JCJC
[relations] E976 is parent of E972. E972 is parent of E947. Who is the ancestor 2 of E947? | E976
[addition] 2 + 4 | 6
[reversing] 4 3 7 1 5 8 3 7 1 | 1 7 3 8 5 1 7 3 4
[reversing] 6 4 3 9 1 3 8 5 8 3 | 3 8 5 8 3 1 9 3 4 6
[relations] E397 is parent of E15. E15 is parent of E585. Who is the ancestor 2 of E585? | E397
[relations] E188 is parent of E373. E373 is parent of E982. Who is the ancestor 2 of E982? | E188
[reversing] 0 5 6 | 6 5 0
[copying] HPQFD | HPQFDHPQFDHPQFDHPQFD
[addition] 3 + 73 | 76
[copying] IUDSQU | IUDSQUIUDSQUIUDSQU
[copying] PCTVC | PCTVCPCTVCPCTVC
[relations] E911 is parent of E391. E391 is parent of E519. Who is the ancestor 2 of E519? | E911
[sorting] 1 8 2 8 1 0 1 0 1 4 5 | 0 0 1 1 1 1 2 4 5 8 8
[sorting] 9 2 4 7 6 4 4 2 9 2 5 | 2 2 2 4 4 4 5 6 7 9 9
[addition] 6 + 2 | 8
[sorting] 2 0 7 9 4 4 8 3 0 | 0 0 2 3 4 4 7 8 9
[reversing] 4 0 7 1 0 6 6 | 6 6 0 1 7 0 4
[sorting] 1 2 7 8 1 7 4 3 8 6 | 1 1 2 3 4 6 7 7 8 8
[reversing] 7 2 4 3 0 7 7 2 | 2 7 7 0 3 4 2 7
[copying] SK | SKSKSKSK
[addition] 516 + 0 | 516
[reversing] 9 2 2 9 3 4 2 | 2 4 3 9 2 2 9
[copying] IQZ | IQZIQZ
[reversing] 1 2 4 | 4 2 1
[addition] 61 + 765 | 826
[sorting] 1 9 3 1 6 8 | 1 1 3 6 8 9
[reversing] 6 3 1 8 4 0 0 2 | 2 0 0 4 8 1 3 6
[copying] CNP | CNPCNPCNPCNP
[relations] E840 is parent of E396. Who is the ancestor 1 of E396? | E840
[copying] MT | MTMT
[reversing] 8 3 2 7 6 7 7 0 9 1 8 9 | 9 8 1 9 0 7 7 6 7 2 3 8
[addition] 918 + 31 | 949
[reversing] 7 3 8 5 5 | 5 5 8 3 7
[addition] 3 + 16 | 19
[sorting] 6 8 3 9 3 4 3 2 3 1 5 | 1 2 3 3 3 3 4 5 6 8 9
[addition] 3 + 0 | 3
[relations] E991 is parent of E109. E109 is parent of E230. Who is the ancestor 2 of E230? | E991
[addition] 75 + 8 | 83
[relations] E217 is parent of E207. E207 is parent of E114. Who is the ancestor 2 of E114? | E217
[sorting] 8 2 2 3 0 0 4 3 2 2 | 0 0 2 2 2 2 3 3 4 8
[reversing] 4 3 3 3 3 3 7 8 7 | 7 8 7 3 3 3 3 3 4
[addition] 3 + 1 | 4
[reversing] 2 2 0 0 8 5 0 7 9 9 | 9 9 7 0 5 8 0 0 2 2
[addition] 4 + 6 | 10
[reversing] 0 0 3 4 3 1 | 1 3 4 3 0 0
[relations] E242 is parent of E112. Who is the ancestor 1 of E112? | E242
[sorting] 5 8 2 5 | 2 5 5 8
[relations] E284 is parent of E92. E92 is parent of E38. Who is the ancestor 2 of E38? | E284
[copying] CPLUR | CPLURCPLUR
[reversing] 2 9 1 | 1 9 2
[addition] 87 + 81 | 168
[relations] E559 is parent of E959. Who is the ancestor 1 of E959? | E559
[copying] NM | NMNM
[relations] E394 is parent of E925. Who is the ancestor 1 of E925? | E394
[addition] 6 + 77 | 83
[reversing] 9 5 7 4 9 9 | 9 9 4 7 5 9
[relations] E438 is parent of E744. E744 is parent of E212. Who is the ancestor 2 of E212? | E438
[copying] NQXGFZ | NQXGFZNQXGFZNQXGFZNQXGFZ
[reversing] 8 6 1 2 0 2 7 7 6 5 | 5 6 7 7 2 0 2 1 6 8
[copying] VLSE | VLSEVLSEVLSE
[reversing] 6 7 9 2 8 4 8 9 | 9 8 4 8 2 9 7 6
[relations] E668 is parent of E959. Who is the ancestor 1 of E959? | E668
[reversing] 4 6 8 7 6 7 0 7 8 8 8 6 | 6 8 8 8 7 0 7 6 7 8 6 4
[sorting] 0 0 3 3 2 4 0 6 9 5 | 0 0 0 2 3 3 4 5 6 9
[copying] VD | VDVD
[sorting] 1 7 0 9 2 3 | 0 1 2 3 7 9
[reversing] 1 5 2 0 1 3 5 | 5 3 1 0 2 5 1
[relations] E200 is parent of E291. Who is the ancestor 1 of E291? | E200
[copying] NDOQFB | NDOQFBNDOQFBNDOQFBNDOQFB
[copying] HJ | HJHJ
[sorting] 1 3 5 9 1 2 4 5 6 | 1 1 2 3 4 5 5 6 9
[sorting] 6 4 9 8 9 7 8 4 0 0 7 1 | 0 0 1 4 4 6 7 7 8 8 9 9
[sorting] 3 3 7 0 7 1 2 1 9 | 0 1 1 2 3 3 7 7 9
[reversing] 5 8 0 0 | 0 0 8 5
[reversing] 9 2 2 9 3 4 2 | 2 4 3 9 2 2 9
[relations] E255 is parent of E725. E725 is parent of E759. Who is the ancestor 2 of E759? | E255
[relations] E363 is parent of E818. Who is the ancestor 1 of E818? | E363
[relations] E120 is parent of E355. Who is the ancestor 1 of E355? | E120
[reversing] 1 4 0 7 2 8 3 8 | 8 3 8 2 7 0 4 1
[copying] ZTEP | ZTEPZTEPZTEP
[addition] 8 + 53 | 61
[copying] KW | KWKW
[relations] E621 is parent of E739. E739 is parent of E138. Who is the ancestor 2 of E138? | E621
[reversing] 6 9 1 1 | 1 1 9 6
[sorting] 4 4 9 3 9 7 3 4 3 0 | 0 3 3 3 4 4 4 7 9 9
[addition] 9 + 7 | 16
[sorting] 4 6 1 9 2 | 1 2 4 6 9
[reversing] 8 5 3 2 | 2 3 5 8
[sorting] 1 2 8 5 8 2 3 8 6 9 2 | 1 2 2 2 3 5 6 8 8 8 9
[copying] XPQB | XPQBXPQBXPQB
[copying] JT | JTJTJT
[sorting] 2 2 4 6 6 3 0 5 6 4 4 | 0 2 2 3 4 4 4 5 6 6 6
[copying] TE | TETETE
[sorting] 5 8 8 9 1 4 9 0 2 | 0 1 2 4 5 8 8 9 9
[addition] 9 + 1 | 10
[addition] 12 + 59 | 71
[addition] 4 + 1 | 5
[reversing] 6 8 8 9 3 9 4 8 7 9 1 | 1 9 7 8 4 9 3 9 8 8 6
[copying] KQL | KQLKQLKQLKQL
[copying] VZMXL | VZMXLVZMXLVZMXL
[addition] 2 + 66 | 68
[reversing] 1 3 6 3 6 3 | 3 6 3 6 3 1
[reversing] 8 6 9 6 5 9 8 9 6 7 3 7 | 7 3 7 6 9 8 9 5 6 9 6 8
[copying] UMYVP | UMYVPUMYVPUMYVP
[copying] HG | HGHG
[relations] E382 is parent of E562. Who is the ancestor 1 of E562? | E382
[addition] 8 + 7 | 15
[copying] NBYCCI | NBYCCINBYCCINBYCCI
[copying] HV | HVHV
[addition] 17 + 75 | 92
[addition] 3 + 8 | 11
[copying] RVNU | RVNURVNURVNU
[reversing] 9 5 1 3 0 3 | 3 0 3 1 5 9
[addition] 4 + 80 | 84
[reversing] 5 3 7 0 0 | 0 0 7 3 5
[relations] E579 is parent of E134. Who is the ancestor 1 of E134? | E579
[addition] 93 + 7 | 100
[sorting] 1 4 4 9 | 1 4 4 9
[relations] E433 is parent of E3. E3 is parent of E405. Who is the ancestor 2 of E405? | E433
[reversing] 0 9 4 1 5 | 5 1 4 9 0
[reversing] 8 2 1 8 5 8 4 0 0 | 0 0 4 8 5 8 1 2 8
[copying] PO | POPO
[addition] 7 + 849 | 856
[reversing] 6 4 8 5 5 4 9 4 2 6 | 6 2 4 9 4 5 5 8 4 6
[copying] DROR | DRORDRORDRORDROR
[addition] 0 + 0 | 0
[relations] E238 is parent of E533. E533 is parent of E610. Who is the ancestor 2 of E610? | E238
[sorting] 4 3 7 2 5 9 1 5 2 9 | 1 2 2 3 4 5 5 7 9 9
[relations] E710 is parent of E288. Who is the ancestor 1 of E288? | E710
[sorting] 7 3 1 0 7 0 3 | 0 0 1 3 3 7 7
[addition] 949 + 461 | 1410
[addition] 49 + 550 | 599
[reversing] 4 5 8 6 2 5 6 6 1 3 2 | 2 3 1 6 6 5 2 6 8 5 4
[relations] E100 is parent of E831. E831 is parent of E309. Who is the ancestor 2 of E309? | E100
[relations] E49 is parent of E397. Who is the ancestor 1 of E397? | E49
[sorting] 0 7 8 6 | 0 6 7 8
[copying] AQXWKW | AQXWKWAQXWKW
[copying] OD | ODOD
[relations] E410 is parent of E782. E782 is parent of E165. Who is the ancestor 2 of E165? | E410
[relations] E896 is parent of E602. E602 is parent of E178. Who is the ancestor 2 of E178? | E896
[reversing] 7 3 0 | 0 3 7
[reversing] 0 8 5 1 1 1 4 3 | 3 4 1 1 1 5 8 0
[sorting] 5 4 3 7 5 1 0 1 6 | 0 1 1 3 4 5 5 6 7
[sorting] 9 3 0 9 0 0 2 2 8 9 | 0 0 0 2 2 3 8 9 9 9
[copying] KM | KMKM
[relations] E802 is parent of E776. E776 is parent of E94. Who is the ancestor 2 of E94? | E802
[addition] 45 + 177 | 222
[relations] E836 is parent of E830. Who is the ancestor 1 of E830? | E836
[reversing] 6 0 0 6 | 6 0 0 6
[reversing] 8 8 7 1 7 7 1 | 1 7 7 1 7 8 8
[copying] BFGF | BFGFBFGFBFGF
[sorting] 0 3 9 7 9 2 0 2 | 0 0 2 2 3 7 9 9
[sorting] 8 7 7 7 4 9 3 4 8 | 3 4 4 7 7 7 8 8 9
[reversing] 5 8 8 | 8 8 5
[addition] 22 + 31 | 53
[reversing] 7 9 7 4 3 8 3 4 7 6 6 | 6 6 7 4 3 8 3 4 7 9 7
[addition] 7 + 65 | 72
[sorting] 5 2 1 7 1 9 | 1 1 2 5 7 9
[sorting] 0 5 5 6 9 2 9 9 0 3 5 | 0 0 2 3 5 5 5 6 9 9 9
[copying] SPCEM | SPCEMSPCEM
[copying] IZ | IZIZIZIZ
[copying] QT | QTQTQTQT
[copying] BS | BSBS
[addition] 246 + 68 | 314
[copying] EMXRIN | EMXRINEMXRINEMXRIN
[reversing] 9 2 5 2 8 1 8 4 | 4 8 1 8 2 5 2 9
[copying] SQY | SQYSQYSQY
[relations] E419 is parent of E364. Who is the ancestor 1 of E364? | E419
[copying] XPQB | XPQBXPQBXPQB
[relations] E596 is parent of E455. Who is the ancestor 1 of E455? | E596
[copying] WK | WKWKWK
[addition] 907 + 774 | 1681
[relations] E65 is parent of E237. E237 is parent of E667. Who is the ancestor 2 of E667? | E65
[sorting] 6 2 4 5 8 6 3 1 5 5 5 | 1 2 3 4 5 5 5 5 6 6 8
[relations] E647 is parent of E847. Who is the ancestor 1 of E847? | E647
[reversing] 9 2 0 6 0 0 2 0 4 2 6 | 6 2 4 0 2 0 0 6 0 2 9
[copying] EWM | EWMEWMEWMEWM
[addition] 5 + 2 | 7
[copying] HF | HFHFHFHF
[reversing] 9 8 2 2 9 6 0 | 0 6 9 2 2 8 9
[addition] 891 + 7 | 898
[relations] E117 is parent of E572. E572 is parent of E187. Who is the ancestor 2 of E187? | E117
[addition] 9 + 48 | 57
[relations] E331 is parent of E272. Who is the ancestor 1 of E272? | E331
[relations] E842 is parent of E79. Who is the ancestor 1 of E79? | E842
[sorting] 3 1 3 5 6 1 3 1 1 6 0 5 | 0 1 1 1 1 3 3 3 5 5 6 6
[relations] E789 is parent of E142. E142 is parent of E35. Who is the ancestor 2 of E35? | E789
[reversing] 9 3 9 9 | 9 9 3 9
[reversing] 8 1 6 6 0 | 0 6 6 1 8
[relations] E794 is parent of E729. E729 is parent of E359. Who is the ancestor 2 of E359? | E794
[sorting] 9 4 4 1 2 0 2 5 1 3 7 8 | 0 1 1 2 2 3 4 4 5 7 8 9
[sorting] 5 1 6 8 7 7 4 8 7 3 | 1 3 4 5 6 7 7 7 8 8
[copying] YD | YDYDYD
[relations] E173 is parent of E112. E112 is parent of E234. Who is the ancestor 2 of E234? | E173
[copying] WDPPSV | WDPPSVWDPPSV
[sorting] 5 0 1 5 0 | 0 0 1 5 5
[relations] E115 is parent of E199. E199 is parent of E915. Who is the ancestor 2 of E915? | E115
[sorting] 6 7 0 1 | 0 1 6 7
[copying] INDJ | INDJINDJ
[relations] E29 is parent of E732. E732 is parent of E502. Who is the ancestor 2 of E502? | E29
[reversing] 5 6 5 7 8 2 | 2 8 7 5 6 5
[copying] YS | YSYSYSYS
[sorting] 5 3 8 0 1 9 2 9 | 0 1 2 3 5 8 9 9
[addition] 91 + 36 | 127
[addition] 4 + 657 | 661
[sorting] 1 4 8 7 7 | 1 4 7 7 8
[sorting] 7 1 8 9 2 5 8 5 5 2 7 | 1 2 2 5 5 5 7 7 8 8 9
[copying] CKWKSG | CKWKSGCKWKSGCKWKSG
[addition] 603 + 5 | 608
[copying] CN | CNCN
[sorting] 4 7 2 0 9 6 | 0 2 4 6 7 9
[copying] UXAH | UXAHUXAHUXAHUXAH
[reversing] 2 8 2 1 9 3 8 0 1 7 0 | 0 7 1 0 8 3 9 1 2 8 2
[reversing] 7 8 4 1 5 4 2 8 3 | 3 8 2 4 5 1 4 8 7
[reversing] 7 9 3 1 0 8 1 9 8 6 | 6 8 9 1 8 0 1 3 9 7
[sorting] 8 6 7 2 6 9 3 0 4 6 3 2 | 0 2 2 3 3 4 6 6 6 7 8 9
[addition] 65 + 146 | 211
[sorting] 9 7 7 3 1 5 8 0 6 | 0 1 3 5 6 7 7 8 9
[sorting] 7 2 5 3 8 9 6 3 | 2 3 3 5 6 7 8 9
[copying] VWDT | VWDTVWDTVWDTVWDT
[copying] MFWTW | MFWTWMFWTWMFWTW
[sorting] 0 0 5 1 3 9 7 | 0 0 1 3 5 7 9
[reversing] 1 1 5 8 7 1 8 | 8 1 7 8 5 1 1
[sorting] 7 8 2 7 | 2 7 7 8
[sorting] 2 3 5 8 1 | 1 2 3 5 8
[reversing] 2 5 0 2 0 9 8 3 | 3 8 9 0 2 0 5 2
[reversing] 3 3 1 2 | 2 1 3 3
[addition] 3 + 7 | 10
[relations] E270 is parent of E840. Who is the ancestor 1 of E840? | E270
[relations] E831 is parent of E2. E2 is parent of E785. Who is the ancestor 2 of E785? | E831
[sorting] 3 4 8 1 6 6 0 1 8 | 0 1 1 3 4 6 6 8 8
[relations] E288 is parent of E372. E372 is parent of E506. Who is the ancestor 2 of E506? | E288
[addition] 7 + 42 | 49
[copying] DUOVJ | DUOVJDUOVJ
[reversing] 0 6 8 | 8 6 0
[sorting] 0 3 0 0 4 6 5 6 8 5 6 | 0 0 0 3 4 5 5 6 6 6 8
[relations] E120 is parent of E355. Who is the ancestor 1 of E355? | E120
[reversing] 4 7 5 1 7 5 9 2 0 6 | 6 0 2 9 5 7 1 5 7 4
[copying] HWFZ | HWFZHWFZHWFZHWFZ
[copying] WYUF | WYUFWYUFWYUF
[reversing] 3 6 1 9 2 | 2 9 1 6 3
[copying] XOC | XOCXOCXOCXOC
[copying] CN | CNCN
[copying] UIMH | UIMHUIMHUIMHUIMH
[reversing] 1 2 9 | 9 2 1
[reversing] 6 5 9 6 5 | 5 6 9 5 6
[copying] JT | JTJTJT
[copying] JOSE | JOSEJOSE
[addition] 6 + 77 | 83
[sorting] 5 7 0 3 0 4 6 3 6 3 1 4 | 0 0 1 3 3 3 4 4 5 6 6 7
[copying] WEDHQH | WEDHQHWEDHQH
[reversing] 4 3 5 | 5 3 4
[addition] 49 + 792 | 841
[relations] E988 is parent of E389. E389 is parent of E989. Who is the ancestor 2 of E989? | E988
[relations] E825 is parent of E24. Who is the ancestor 1 of E24? | E825
[reversing] 3 3 4 8 4 0 6 4 4 8 5 2 | 2 5 8 4 4 6 0 4 8 4 3 3
[copying] EATDIM | EATDIMEATDIMEATDIM
[sorting] 0 3 9 7 9 2 0 2 | 0 0 2 2 3 7 9 9
[addition] 2 + 8 | 10
[sorting] 5 0 1 3 2 | 0 1 2 3 5
[sorting] 0 1 3 4 5 | 0 1 3 4 5
[relations] E315 is parent of E409. Who is the ancestor 1 of E409? | E315
[relations] E158 is parent of E94. E94 is parent of E500. Who is the ancestor 2 of E500? | E158
[relations] E238 is parent of E655. Who is the ancestor 1 of E655? | E238
[sorting] 5 0 7 7 0 1 5 7 0 2 8 5 | 0 0 0 1 2 5 5 5 7 7 7 8
[copying] QATAUD | QATAUDQATAUD
[relations] E139 is parent of E403. Who is the ancestor 1 of E403? | E139
[reversing] 1 5 2 0 1 3 5 | 5 3 1 0 2 5 1
[reversing] 7 8 2 6 6 | 6 6 2 8 7
[copying] HPJFBL | HPJFBLHPJFBLHPJFBL
[copying] HUZJ | HUZJHUZJ
[reversing] 1 4 6 1 7 7 3 | 3 7 7 1 6 4 1
[reversing] 3 2 9 6 9 | 9 6 9 2 3
[addition] 88 + 512 | 600
[relations] E115 is parent of E432. Who is the ancestor 1 of E432? | E115
[reversing] 0 0 0 0 6 3 6 5 | 5 6 3 6 0 0 0 0
[sorting] 4 1 9 8 4 0 1 3 3 8 8 | 0 1 1 3 3 4 4 8 8 8 9
[addition] 0 + 614 | 614
[relations] E413 is parent of E301. Who is the ancestor 1 of E301? | E413
[copying] AZAE | AZAEAZAEAZAE
[relations] E563 is parent of E432. Who is the ancestor 1 of E432? | E563
[copying] QOPA | QOPAQOPA
[sorting] 1 9 1 1 5 4 1 4 3 2 | 1 1 1 1 2 3 4 4 5 9
[relations] E303 is parent of E537. E537 is parent of E8. Who is the ancestor 2 of E8? | E303
[addition] 347 + 9 | 356
[sorting] 7 3 0 9 4 | 0 3 4 7 9
[reversing] 1 4 0 7 1 6 3 4 1 7 5 9 | 9 5 7 1 4 3 6 1 7 0 4 1
[reversing] 6 7 6 2 1 2 0 8 | 8 0 2 1 2 6 7 6
[reversing] 8 6 9 6 5 9 8 9 6 7 3 7 | 7 3 7 6 9 8 9 5 6 9 6 8
[reversing] 4 2 5 | 5 2 4
[copying] RZ | RZRZ
[reversing] 4 1 3 6 | 6 3 1 4
[addition] 938 + 1 | 939
[reversing] 0 8 5 4 3 1 0 8 2 5 2 9 | 9 2 5 2 8 0 1 3 4 5 8 0
[addition] 0 + 4 | 4
[relations] E523 is parent of E221. Who is the ancestor 1 of E221? | E523
[relations] E810 is parent of E38. E38 is parent of E777. Who is the ancestor 2 of E777? | E810
[addition] 794 + 0 | 794
[reversing] 8 1 9 5 1 1 3 7 | 7 3 1 1 5 9 1 8
[addition] 930 + 81 | 1011
[relations] E215 is parent of E631. Who is the ancestor 1 of E631? | E215
[relations] E66 is parent of E630. E630 is parent of E85. Who is the ancestor 2 of E85? | E66
[addition] 89 + 5 | 94
[sorting] 1 9 3 4 2 6 3 7 9 0 6 | 0 1 2 3 3 4 6 6 7 9 9
[sorting] 7 4 0 3 2 4 3 3 | 0 2 3 3 3 4 4 7
[addition] 15 + 83 | 98
[relations] E840 is parent of E904. Who is the ancestor 1 of E904? | E840
[addition] 7 + 9 | 16
[reversing] 9 5 9 8 4 9 0 9 0 2 7 | 7 2 0 9 0 9 4 8 9 5 9
[addition] 5 + 9 | 14
[copying] LA | LALA
[relations] E854 is parent of E729. Who is the ancestor 1 of E729? | E854
[addition] 5 + 4 | 9
[reversing] 1 8 3 0 2 9 9 9 9 | 9 9 9 9 2 0 3 8 1
[addition] 232 + 7 | 239
[copying] PSO | PSOPSOPSO
[copying] WRRAFT | WRRAFTWRRAFTWRRAFT
[sorting] 9 8 6 7 6 1 6 2 1 2 9 6 | 1 1 2 2 6 6 6 6 7 8 9 9
[addition] 17 + 75 | 92
[copying] HUZJ | HUZJHUZJ
[addition] 7 + 65 | 72
[sorting] 1 0 3 9 8 2 2 0 | 0 0 1 2 2 3 8 9
[addition] 40 + 990 | 1030
[addition] 347 + 62 | 409
[addition] 637 + 715 | 1352
[copying] SPCEM | SPCEMSPCEM
[reversing] 9 1 9 0 6 2 3 3 6 3 | 3 6 3 3 2 6 0 9 1 9
[relations] E474 is parent of E228. E228 is parent of E155. Who is the ancestor 2 of E155? | E474
[relations] E254 is parent of E567. Who is the ancestor 1 of E567? | E254
[copying] STVOV | STVOVSTVOV
[addition] 4 + 883 | 887
[addition] 928 + 870 | 1798
[addition] 7 + 140 | 147
[reversing] 1 3 4 9 1 | 1 9 4 3 1
[copying] UWJ | UWJUWJ
[reversing] 6 0 6 1 2 | 2 1 6 0 6
[reversing] 0 7 4 | 4 7 0
[addition] 8 + 3 | 11
[copying] FASVPP | FASVPPFASVPPFASVPP
[copying] LV | LVLVLV
[relations] E610 is parent of E681. E681 is parent of E202. Who is the ancestor 2 of E202? | E610
[addition] 5 + 5 | 10
[relations] E404 is parent of E129. Who is the ancestor 1 of E129? | E404
[sorting] 3 5 5 8 6 5 8 6 6 1 8 | 1 3 5 5 5 6 6 6 8 8 8
[reversing] 0 7 7 8 8 5 2 6 0 0 5 7 | 7 5 0 0 6 2 5 8 8 7 7 0
[relations] E226 is parent of E320. Who is the ancestor 1 of E320? | E226
[relations] E429 is parent of E394. Who is the ancestor 1 of E394? | E429
[sorting] 3 1 0 5 3 1 3 1 3 1 | 0 1 1 1 1 3 3 3 3 5
[reversing] 1 7 1 1 2 8 5 | 5 8 2 1 1 7 1
[copying] ADI | ADIADI
[sorting] 3 4 3 3 0 2 4 4 2 0 0 8 | 0 0 0 2 2 3 3 3 4 4 4 8
[addition] 4 + 0 | 4
[relations] E724 is parent of E349. Who is the ancestor 1 of E349? | E724
[copying] EXHCKF | EXHCKFEXHCKF
[relations] E101 is parent of E319. E319 is parent of E33. Who is the ancestor 2 of E33? | E101
[relations] E315 is parent of E409. Who is the ancestor 1 of E409? | E315
[relations] E515 is parent of E107. Who is the ancestor 1 of E107? | E515
[addition] 2 + 8 | 10
[relations] E998 is parent of E355. E355 is parent of E618. Who is the ancestor 2 of E618? | E998
[reversing] 7 1 3 8 3 | 3 8 3 1 7
[reversing] 4 0 2 2 6 | 6 2 2 0 4
[copying] EXSPKA | EXSPKAEXSPKAEXSPKAEXSPKA
[addition] 61 + 4 | 65
[relations] E158 is parent of E94. E94 is parent of E500. Who is the ancestor 2 of E500? | E158
[reversing] 7 7 6 7 8 5 3 9 | 9 3 5 8 7 6 7 7
[copying] ERZ | ERZERZERZERZ
[addition] 6 + 1 | 7
[relations] E825 is parent of E24. Who is the ancestor 1 of E24? | E825
[copying] XGM | XGMXGM
[relations] E316 is parent of E409. E409 is parent of E233. Who is the ancestor 2 of E233? | E316
[reversing] 0 0 6 9 8 0 6 6 8 5 9 8 | 8 9 5 8 6 6 0 8 9 6 0 0
[relations] E189 is parent of E201. Who is the ancestor 1 of E201? | E189
[reversing] 1 1 5 8 7 1 8 | 8 1 7 8 5 1 1
[sorting] 1 9 2 8 7 | 1 2 7 8 9
[reversing] 0 5 6 | 6 5 0
[copying] ZZFD | ZZFDZZFD
[addition] 7 + 8 | 15
[copying] HWGAQN | HWGAQNHWGAQNHWGAQNHWGAQN
[copying] UDFPZZ | UDFPZZUDFPZZUDFPZZUDFPZZ
[relations] E45 is parent of E678. E678 is parent of E197. Who is the ancestor 2 of E197? | E45
[relations] E912 is parent of E6. E6 is parent of E325. Who is the ancestor 2 of E325? | E912
[addition] 2 + 12 | 14
[addition] 78 + 0 | 78
[relations] E579 is parent of E134. Who is the ancestor 1 of E134? | E579
[relations] E163 is parent of E105. E105 is parent of E784. Who is the ancestor 2 of E784? | E163
[copying] YJL | YJLYJL
[relations] E504 is parent of E649. Who is the ancestor 1 of E649? | E504
[reversing] 1 8 4 4 4 1 5 9 2 8 2 0 | 0 2 8 2 9 5 1 4 4 4 8 1
[relations] E74 is parent of E191. E191 is parent of E413. Who is the ancestor 2 of E413? | E74
[relations] E524 is parent of E763. Who is the ancestor 1 of E763? | E524
[relations] E255 is parent of E725. E725 is parent of E759. Who is the ancestor 2 of E759? | E255
[relations] E710 is parent of E288. Who is the ancestor 1 of E288? | E710
[copying] ZS | ZSZS
[copying] GGB | GGBGGBGGBGGB
[sorting] 5 3 9 6 0 9 8 9 1 | 0 1 3 5 6 8 9 9 9
[copying] JUCAG | JUCAGJUCAG
[sorting] 3 9 1 6 | 1 3 6 9
[reversing] 9 8 9 5 7 0 5 | 5 0 7 5 9 8 9
[copying] AUGTS | AUGTSAUGTS
[sorting] 6 8 6 0 4 7 3 1 5 5 0 2 | 0 0 1 2 3 4 5 5 6 6 7 8
[relations] E502 is parent of E197. Who is the ancestor 1 of E197? | E502
[relations] E29 is parent of E319. Who is the ancestor 1 of E319? | E29
[relations] E973 is parent of E212. Who is the ancestor 1 of E212? | E973
[copying] EUWP | EUWPEUWPEUWPEUWP
[reversing] 4 0 3 8 3 4 5 9 3 | 3 9 5 4 3 8 3 0 4
[copying] OF | OFOF
[copying] ZI | ZIZIZI
[reversing] 4 0 8 9 9 6 9 2 7 1 | 1 7 2 9 6 9 9 8 0 4
[sorting] 4 6 4 7 4 | 4 4 4 6 7
[copying] XGQWO | XGQWOXGQWOXGQWO
[addition] 5 + 4 | 9
